,BibNumber,Category Group,checkout_date,checkout_month
4396266,2591972,Fiction,2016-02-02,2
4195314,3153638,Fiction,2016-07-02,7
3770656,3126763,Fiction,2016-01-09,1
2549453,3203755,Nonfiction,2016-08-30,8
3830018,3164717,Fiction,2016-08-07,8
5679133,3102667,Nonfiction,2016-08-06,8
3637435,3137349,Fiction,2016-05-14,5
2653006,3099256,Nonfiction,2016-07-19,7
5007951,3039117,Fiction,2016-04-11,4
2739630,2815071,Nonfiction,2016-01-14,1
6255296,2902584,Language,2016-11-22,11
4472373,2728615,Fiction,2016-11-21,11
2637872,2540010,Nonfiction,2016-09-14,9
2532517,2758415,Nonfiction,2016-12-09,12
5767878,3046287,Fiction,2016-03-11,3
5377849,3070090,Fiction,2016-11-21,11
4743271,2504539,Nonfiction,2016-11-05,11
3256109,2755301,Fiction,2016-12-03,12
4488990,3038027,Fiction,2016-04-18,4
4488566,2983427,Fiction,2016-08-04,8
5685470,3004589,Nonfiction,2016-05-09,5
3230494,3141378,Fiction,2016-08-21,8
2582869,3162146,Nonfiction,2016-06-25,6
3833620,3130389,Fiction,2016-04-04,4
1612254,2811345,Fiction,2016-07-13,7
6064987,3199180,Nonfiction,2016-10-20,10
4424248,2520570,Fiction,2016-03-30,3
2422658,3129875,Nonfiction,2016-01-30,1
5836674,372799,Fiction,2016-08-23,8
6204995,3142642,Language,2016-12-07,12
2740615,3085917,Nonfiction,2016-06-29,6
5021718,3194752,Fiction,2016-08-07,8
5562473,2652445,Fiction,2016-12-19,12
1538685,2973075,Fiction,2016-02-18,2
5365724,1798673,Fiction,2016-10-24,10
2750415,2282696,Nonfiction,2016-12-17,12
5380004,3052253,Fiction,2016-04-12,4
3630806,2698459,Fiction,2016-07-03,7
3272150,3086820,Fiction,2016-07-24,7
3217391,3091998,Fiction,2016-10-15,10
2293316,2589433,Nonfiction,2016-07-27,7
4754898,2606460,Nonfiction,2016-10-01,10
1223924,2747760,Nonfiction,2016-09-13,9
5112157,2001738,Fiction,2016-11-19,11
2485493,2881771,Nonfiction,2016-10-20,10
5450706,2309481,Nonfiction,2016-08-07,8
2181852,3125712,Fiction,2016-04-21,4
1606969,2902470,Fiction,2016-07-16,7
1258614,3147640,Nonfiction,2016-08-02,8
1143297,2903454,Fiction,2016-01-11,1
1573536,3172296,Fiction,2016-06-21,6
2378425,2760471,Nonfiction,2016-03-17,3
5324540,2861696,Fiction,2016-08-07,8
5470571,3168600,Fiction,2016-12-20,12
5048308,2751547,Fiction,2016-12-05,12
3093759,2810918,Nonfiction,2016-04-12,4
6260440,2853325,Language,2016-09-04,9
4381501,2939902,Fiction,2016-01-11,1
1295445,2946698,Nonfiction,2016-05-16,5
1229614,2663553,Nonfiction,2016-02-04,2
3855732,3084697,Fiction,2016-10-26,10
4722766,3162796,Nonfiction,2016-04-13,4
2752960,2919825,Nonfiction,2016-09-14,9
1390992,2996165,Nonfiction,2016-04-02,4
3273677,2295712,Fiction,2016-11-18,11
3190936,3180768,Fiction,2016-11-28,11
3773321,3146766,Fiction,2016-10-22,10
4532869,2909939,Fiction,2016-06-05,6
5899540,3089537,Fiction,2016-01-03,1
1107789,3201999,Fiction,2016-08-21,8
1378927,3086940,Nonfiction,2016-01-29,1
3509127,2916855,Fiction,2016-09-16,9
6246155,2662905,Fiction,2016-01-10,1
4199946,3178461,Fiction,2016-07-02,7
2615491,2873938,Nonfiction,2016-05-29,5
2418739,3204822,Nonfiction,2016-09-26,9
5251796,2048900,Fiction,2016-08-02,8
5261465,2900892,Fiction,2016-12-07,12
1183740,65669,Nonfiction,2016-08-06,8
5350473,3103835,Fiction,2016-02-25,2
2767941,2957702,Nonfiction,2016-05-13,5
5687844,2377669,Nonfiction,2016-10-16,10
2280702,2146097,Nonfiction,2016-09-17,9
4507018,2927777,Fiction,2016-02-06,2
1173237,3084419,Fiction,2016-03-23,3
1233624,2467917,Nonfiction,2016-06-16,6
4515459,3025269,Fiction,2016-01-16,1
6161280,2307258,Fiction,2016-05-05,5
4542527,632096,Fiction,2016-07-06,7
2731589,2938699,Nonfiction,2016-01-21,1
2490742,3132853,Nonfiction,2016-05-24,5
4421927,3089438,Fiction,2016-03-28,3
1485145,2831619,Nonfiction,2016-12-30,12
6388331,2919580,Reference,2016-06-23,6
2448559,3065686,Nonfiction,2016-07-22,7
3710329,3177738,Fiction,2016-08-01,8
4538670,2926515,Fiction,2016-05-19,5
1353182,3011276,Nonfiction,2016-09-23,9
6337429,1343228,Nonfiction,2016-02-25,2
5558857,3211879,Fiction,2016-11-15,11
1602436,3199608,Fiction,2016-09-27,9
6130338,3011079,Fiction,2016-03-20,3
6326555,3210647,Nonfiction,2016-12-05,12
5309180,3068725,Fiction,2016-05-15,5
2487828,3010731,Nonfiction,2016-05-27,5
2467883,2901737,Nonfiction,2016-08-11,8
3242033,2619519,Fiction,2016-01-28,1
1264591,2934481,Nonfiction,2016-04-02,4
3250343,2881175,Fiction,2016-11-13,11
3084957,2994977,Nonfiction,2016-03-25,3
4197349,3123975,Fiction,2016-05-20,5
5708670,3156413,Fiction,2016-12-05,12
4550350,2631436,Fiction,2016-07-31,7
2296185,2862181,Nonfiction,2016-01-04,1
6074615,3141537,Fiction,2016-01-30,1
5001030,3165408,Fiction,2016-05-04,5
5693836,2672847,Nonfiction,2016-09-02,9
3529386,1907937,Fiction,2016-12-17,12
5382928,3141529,Fiction,2016-06-25,6
1175238,2986044,Fiction,2016-08-29,8
3564566,3164365,Fiction,2016-10-10,10
3275827,2927632,Fiction,2016-02-24,2
6088463,2996216,Fiction,2016-10-19,10
6239158,2732104,Fiction,2016-07-26,7
2574791,2767364,Nonfiction,2016-10-25,10
6325636,2543410,Nonfiction,2016-01-14,1
5697865,3089387,Nonfiction,2016-06-28,6
2646906,3014896,Nonfiction,2016-10-24,10
5023010,3153638,Fiction,2016-05-14,5
5562997,2663736,Fiction,2016-11-27,11
5645145,3123090,Nonfiction,2016-05-02,5
4203718,3146296,Fiction,2016-09-09,9
5568433,3065576,Fiction,2016-07-30,7
3095907,499819,Nonfiction,2016-05-09,5
2126825,2916314,Fiction,2016-03-02,3
2688394,3111380,Nonfiction,2016-11-22,11
3302037,3123803,Fiction,2016-03-14,3
2505213,2984919,Nonfiction,2016-11-20,11
4252167,3167390,Fiction,2016-06-09,6
1502856,2942760,Nonfiction,2016-12-21,12
4459300,2852362,Fiction,2016-10-09,10
5505723,3049846,Fiction,2016-07-14,7
6082233,2901706,Fiction,2016-05-20,5
3102336,3101653,Nonfiction,2016-06-21,6
5080382,3182058,Nonfiction,2016-11-22,11
1175346,3084408,Fiction,2016-11-14,11
4292085,3109031,Fiction,2016-03-19,3
4219884,3137579,Fiction,2016-04-29,4
5110546,2869994,Fiction,2016-01-31,1
3294300,2968037,Fiction,2016-11-08,11
1516482,271103,Nonfiction,2016-02-27,2
2697730,3091513,Nonfiction,2016-11-03,11
1343542,2877295,Nonfiction,2016-03-29,3
3798500,3182170,Fiction,2016-07-18,7
5539980,2500682,Fiction,2016-04-09,4
4752741,2959677,Nonfiction,2016-05-07,5
5770708,429830,Fiction,2016-01-29,1
5651024,1792227,Nonfiction,2016-06-10,6
3666156,3161362,Fiction,2016-04-07,4
5478802,3086804,Fiction,2016-11-22,11
4328640,3089706,Fiction,2016-09-06,9
1416311,3111283,Nonfiction,2016-01-03,1
2563756,2655545,Nonfiction,2016-10-12,10
4316984,2587296,Fiction,2016-05-21,5
1261044,2626459,Nonfiction,2016-08-03,8
3196429,1934916,Fiction,2016-12-30,12
5909027,3137058,Fiction,2016-02-06,2
6137837,1848190,Nonfiction,2016-05-04,5
6262564,3079735,Fiction,2016-10-19,10
4488153,523023,Fiction,2016-02-02,2
5697566,2806072,Nonfiction,2016-04-04,4
1303567,2441427,Nonfiction,2016-01-31,1
5552250,2954651,Fiction,2016-08-24,8
2138097,3078409,Fiction,2016-10-08,10
3563555,3113648,Fiction,2016-12-22,12
2572991,2737898,Nonfiction,2016-12-15,12
2121751,2479608,Fiction,2016-03-01,3
5080250,3123833,Fiction,2016-01-28,1
5732729,3193126,Fiction,2016-09-02,9
4336616,115400,Fiction,2016-05-23,5
1453675,3093417,Nonfiction,2016-06-21,6
2720367,2996595,Nonfiction,2016-08-19,8
2383935,1669091,Nonfiction,2016-12-08,12
5071663,3098688,Fiction,2016-02-04,2
5757220,2716903,Fiction,2016-09-06,9
6097617,3081796,Fiction,2016-04-19,4
3205545,2398343,Fiction,2016-11-14,11
5040439,3227884,Fiction,2016-12-29,12
5090303,2499537,Nonfiction,2016-04-28,4
1409305,2996611,Nonfiction,2016-01-23,1
6105256,2710965,Fiction,2016-12-23,12
1605932,3136895,Fiction,2016-04-18,4
5135324,2287537,Fiction,2016-03-31,3
2685473,2844729,Nonfiction,2016-02-16,2
5710791,3195619,Fiction,2016-10-13,10
6140643,2985183,Fiction,2016-01-15,1
2715816,3175046,Nonfiction,2016-11-07,11
1309252,2846343,Nonfiction,2016-01-23,1
1212799,1974135,Nonfiction,2016-09-13,9
5039063,3137459,Fiction,2016-02-28,2
4434101,2912048,Fiction,2016-10-29,10
3647650,3123661,Fiction,2016-04-16,4
5374083,3162250,Fiction,2016-04-28,4
3196151,3165189,Fiction,2016-07-08,7
4354655,2061267,Fiction,2016-03-05,3
2191070,3202015,Fiction,2016-11-07,11
2681208,2874677,Nonfiction,2016-07-18,7
2290425,3183309,Nonfiction,2016-11-04,11
2711102,3085814,Nonfiction,2016-05-28,5
5228237,3037218,Fiction,2016-11-20,11
5223027,2748046,Fiction,2016-05-14,5
1157017,2732763,Fiction,2016-03-25,3
1415472,2336633,Nonfiction,2016-09-19,9
4518257,2741418,Fiction,2016-01-09,1
1409023,3215501,Nonfiction,2016-11-02,11
2329639,3010731,Nonfiction,2016-10-01,10
4791048,3102666,Nonfiction,2016-05-31,5
4254465,3109180,Fiction,2016-10-11,10
3793210,3055963,Fiction,2016-11-23,11
3811191,3017796,Fiction,2016-05-26,5
4498854,112864,Fiction,2016-12-10,12
2347804,2740922,Nonfiction,2016-09-24,9
3811551,3130324,Fiction,2016-01-06,1
5305374,3098472,Fiction,2016-09-26,9
3233291,3077622,Fiction,2016-08-11,8
5574333,2610082,Fiction,2016-06-14,6
4331351,2530962,Fiction,2016-02-10,2
5557968,3099665,Fiction,2016-04-22,4
2490070,2991335,Nonfiction,2016-11-18,11
5892545,3079823,Fiction,2016-09-02,9
3748709,3018696,Fiction,2016-06-04,6
4270610,3078711,Fiction,2016-09-04,9
4537497,2633890,Fiction,2016-08-16,8
2752793,3183502,Nonfiction,2016-12-27,12
5683268,3136800,Nonfiction,2016-08-17,8
2244870,3123853,Nonfiction,2016-10-12,10
5069329,3194956,Fiction,2016-11-22,11
4730176,3038024,Nonfiction,2016-03-21,3
3542368,2929769,Fiction,2016-09-29,9
2536951,2871553,Nonfiction,2016-02-04,2
2474993,2947067,Nonfiction,2016-11-03,11
5714621,3167858,Fiction,2016-07-01,7
4336096,2974248,Fiction,2016-04-13,4
1341074,3212779,Nonfiction,2016-12-13,12
6198942,3193327,Fiction,2016-07-07,7
1263076,2884490,Nonfiction,2016-06-22,6
2733829,3123560,Nonfiction,2016-03-28,3
4291582,3118014,Fiction,2016-03-17,3
3746922,2841641,Fiction,2016-04-20,4
5889677,2844615,Fiction,2016-07-24,7
6060766,3111491,Nonfiction,2016-08-06,8
4418907,2661628,Fiction,2016-08-10,8
2633510,2499459,Nonfiction,2016-05-27,5
5597541,2497210,Fiction,2016-01-21,1
5731554,2794050,Fiction,2016-06-16,6
4454777,2795440,Fiction,2016-01-23,1
2315219,2918917,Nonfiction,2016-07-20,7
5054212,3031115,Fiction,2016-02-18,2
5691205,2737512,Nonfiction,2016-04-27,4
2359926,2692353,Nonfiction,2016-01-22,1
3671429,2810038,Fiction,2016-01-28,1
6248421,2288199,Fiction,2016-04-10,4
5237960,3086453,Fiction,2016-09-18,9
2527654,3164924,Nonfiction,2016-10-08,10
6314892,2725782,Nonfiction,2016-11-19,11
4717004,2298720,Nonfiction,2016-08-18,8
3233385,1932638,Fiction,2016-05-23,5
3232756,3160174,Fiction,2016-08-09,8
2361985,2336633,Nonfiction,2016-01-29,1
6066586,2675735,Nonfiction,2016-02-23,2
3584796,2596410,Fiction,2016-11-26,11
5226997,2915680,Fiction,2016-03-03,3
1545023,3136895,Fiction,2016-06-01,6
6252637,3064854,Language,2016-07-11,7
3097421,2802123,Nonfiction,2016-12-07,12
4279148,3193440,Fiction,2016-11-23,11
2602070,3137845,Nonfiction,2016-03-12,3
2503430,2945012,Nonfiction,2016-04-11,4
5255433,2942352,Fiction,2016-02-16,2
6212366,2039917,Language,2016-02-01,2
2341072,3030520,Nonfiction,2016-05-19,5
2311844,3030520,Nonfiction,2016-03-03,3
1487500,3182029,Nonfiction,2016-10-24,10
6173489,2705343,Fiction,2016-04-22,4
2421768,2940287,Nonfiction,2016-07-18,7
3737936,3025450,Fiction,2016-02-06,2
4527175,2907063,Fiction,2016-05-10,5
5049926,3014566,Fiction,2016-04-27,4
4761645,3083161,Nonfiction,2016-12-07,12
2354700,2712078,Nonfiction,2016-02-19,2
2321257,3141566,Nonfiction,2016-02-13,2
5366784,1848230,Fiction,2016-12-16,12
4751690,3138620,Nonfiction,2016-02-18,2
5321210,2647295,Fiction,2016-10-24,10
3574275,2492864,Fiction,2016-11-18,11
6225974,3216127,Fiction,2016-11-14,11
3650292,2896203,Fiction,2016-04-11,4
2626007,2689258,Nonfiction,2016-11-22,11
1446223,2655874,Nonfiction,2016-03-11,3
5446579,2637869,Nonfiction,2016-11-22,11
3534514,2658714,Fiction,2016-10-13,10
5584755,3089537,Fiction,2016-11-23,11
5095101,3175055,Nonfiction,2016-12-27,12
1305226,2990075,Nonfiction,2016-07-06,7
5824296,23609,Fiction,2016-03-18,3
4732776,3125187,Nonfiction,2016-07-30,7
1304446,483555,Nonfiction,2016-04-04,4
1183566,1948268,Nonfiction,2016-03-02,3
2757455,2761798,Nonfiction,2016-11-21,11
2285066,2739496,Nonfiction,2016-12-12,12
5222755,2761357,Fiction,2016-08-23,8
4405106,2802543,Fiction,2016-09-01,9
3570855,3184702,Fiction,2016-12-22,12
2727902,1786427,Nonfiction,2016-03-28,3
1222042,2969164,Nonfiction,2016-01-24,1
3088392,2766177,Nonfiction,2016-04-07,4
3276057,3080572,Fiction,2016-05-09,5
6078899,2906131,Fiction,2016-04-25,4
5096107,2909094,Nonfiction,2016-12-13,12
5292080,2985541,Fiction,2016-11-08,11
5649315,2622176,Nonfiction,2016-09-15,9
3556310,3123976,Fiction,2016-02-13,2
5700729,3122859,Nonfiction,2016-07-16,7
6208036,2523374,Language,2016-02-13,2
3171918,2962376,Fiction,2016-09-21,9
2197681,2703192,Language,2016-07-02,7
1556760,3221462,Fiction,2016-12-10,12
4237562,3166974,Fiction,2016-08-22,8
1282451,3171517,Nonfiction,2016-10-06,10
6357151,2770683,Nonfiction,2016-02-13,2
3799581,3154420,Fiction,2016-06-05,6
3836009,3218008,Fiction,2016-12-05,12
1427740,2988540,Nonfiction,2016-01-22,1
3514167,3042259,Fiction,2016-07-02,7
5015460,3218130,Fiction,2016-12-12,12
4210601,3132408,Fiction,2016-02-09,2
5813737,3181174,Fiction,2016-11-12,11
6329442,2960722,Nonfiction,2016-12-28,12
4175595,2586176,Language,2016-01-29,1
1468764,2871221,Nonfiction,2016-03-13,3
3545487,2973328,Fiction,2016-02-23,2
5068038,3123833,Fiction,2016-01-28,1
3287798,2645488,Fiction,2016-07-02,7
3118201,2751609,Nonfiction,2016-01-07,1
1128843,3129669,Fiction,2016-02-07,2
2357298,3030520,Nonfiction,2016-04-17,4
1127809,2603413,Fiction,2016-07-06,7
5734168,3217193,Fiction,2016-12-21,12
2147929,3069188,Fiction,2016-10-29,10
4192330,3156724,Fiction,2016-03-05,3
5364396,3035653,Fiction,2016-04-10,4
1157644,2459319,Fiction,2016-05-04,5
2644700,3137457,Nonfiction,2016-06-05,6
1442988,2164338,Nonfiction,2016-03-23,3
2494384,2803131,Nonfiction,2016-12-02,12
6072421,3044742,Nonfiction,2016-05-25,5
4496698,2940474,Fiction,2016-09-10,9
1237938,2706119,Nonfiction,2016-03-16,3
5129174,2497960,Fiction,2016-12-23,12
5706219,2988636,Nonfiction,2016-09-26,9
1364955,3014919,Nonfiction,2016-03-16,3
4717000,2946057,Nonfiction,2016-06-12,6
1561756,3156933,Fiction,2016-06-15,6
4469201,3069277,Fiction,2016-03-19,3
6221770,2533849,Fiction,2016-03-21,3
5689260,2967181,Nonfiction,2016-11-28,11
1450952,2808756,Nonfiction,2016-12-30,12
5285898,2407295,Fiction,2016-12-14,12
5664185,2764505,Nonfiction,2016-05-04,5
3181126,2902410,Fiction,2016-09-12,9
2700525,2530747,Nonfiction,2016-04-01,4
3221939,2604329,Fiction,2016-06-10,6
6099559,2665587,Fiction,2016-01-09,1
1542656,3097496,Fiction,2016-02-27,2
2117835,2627123,Fiction,2016-07-11,7
5825235,3102895,Fiction,2016-03-17,3
3651849,2382521,Fiction,2016-09-08,9
3636122,2665694,Fiction,2016-11-03,11
1462127,2968559,Nonfiction,2016-01-28,1
3533793,3148745,Fiction,2016-06-12,6
5382993,2722681,Fiction,2016-06-11,6
4796521,3065230,Nonfiction,2016-05-24,5
2392090,2599949,Nonfiction,2016-02-03,2
2489214,2795835,Nonfiction,2016-08-08,8
2672751,3123560,Nonfiction,2016-02-06,2
3224131,3069810,Fiction,2016-12-26,12
1340941,2066277,Nonfiction,2016-04-16,4
2156708,3003770,Fiction,2016-05-04,5
5443735,2513097,Nonfiction,2016-06-21,6
4790056,2916747,Nonfiction,2016-02-13,2
2528924,2807117,Nonfiction,2016-02-02,2
3848165,3219229,Fiction,2016-12-26,12
2678795,2932123,Nonfiction,2016-01-11,1
2629837,2811396,Nonfiction,2016-05-02,5
5578870,3117437,Fiction,2016-04-06,4
2776670,2523207,Nonfiction,2016-08-31,8
4533454,2809206,Fiction,2016-03-07,3
2422162,2317820,Nonfiction,2016-05-08,5
5229229,2671524,Fiction,2016-06-14,6
2339201,2862254,Nonfiction,2016-01-15,1
3285273,1338470,Fiction,2016-03-01,3
3815300,3184313,Fiction,2016-09-06,9
5887739,2683711,Fiction,2016-04-30,4
5709405,3195614,Fiction,2016-08-27,8
4537448,2912057,Fiction,2016-04-28,4
2540726,3180014,Nonfiction,2016-07-14,7
1612927,2587192,Fiction,2016-06-02,6
4817519,2760867,Nonfiction,2016-01-06,1
2291275,2900972,Nonfiction,2016-07-15,7
6311329,2294640,Nonfiction,2016-08-21,8
3798658,3155002,Fiction,2016-03-18,3
2670923,3195673,Nonfiction,2016-11-08,11
3667791,3136102,Fiction,2016-03-14,3
4270583,3143277,Fiction,2016-08-09,8
4307149,1849048,Nonfiction,2016-08-29,8
2182803,2670768,Fiction,2016-04-22,4
2277325,2335546,Nonfiction,2016-04-06,4
5926779,2345432,Fiction,2016-10-19,10
3648328,1705613,Fiction,2016-01-16,1
2436617,3137052,Nonfiction,2016-07-27,7
5034277,3156530,Fiction,2016-05-20,5
5610510,2946242,Fiction,2016-03-31,3
4363924,3101691,Fiction,2016-04-30,4
5766996,3077739,Fiction,2016-10-24,10
4812719,2967192,Nonfiction,2016-03-03,3
5719392,3117766,Fiction,2016-02-21,2
3525478,2733385,Fiction,2016-10-01,10
1464823,2447297,Nonfiction,2016-04-04,4
4273012,3217806,Fiction,2016-12-17,12
1134730,3160076,Fiction,2016-02-23,2
3784529,3203134,Fiction,2016-12-08,12
6126382,2410732,Fiction,2016-03-21,3
5489893,2589859,Fiction,2016-04-07,4
4453424,2657620,Fiction,2016-01-25,1
6210789,2276822,Language,2016-04-25,4
3543136,3118053,Fiction,2016-12-09,12
1455825,3171512,Nonfiction,2016-07-20,7
3206893,3099969,Fiction,2016-10-14,10
5212022,3165963,Fiction,2016-07-26,7
3272462,3080026,Fiction,2016-02-13,2
5863546,2945528,Fiction,2016-06-22,6
4419131,2725908,Fiction,2016-08-09,8
5079365,2935510,Fiction,2016-06-09,6
3506077,3107636,Fiction,2016-01-14,1
5700694,2609255,Nonfiction,2016-03-21,3
1300847,3172421,Nonfiction,2016-11-21,11
4473068,2880816,Fiction,2016-02-17,2
2187912,3059728,Fiction,2016-01-28,1
3743332,3080077,Fiction,2016-07-07,7
2424804,2342028,Nonfiction,2016-11-19,11
5298227,2940309,Fiction,2016-12-06,12
3120760,2618970,Nonfiction,2016-04-15,4
5056079,3123842,Fiction,2016-05-19,5
4315507,2914953,Fiction,2016-11-18,11
3266198,3080568,Fiction,2016-03-07,3
4760727,3064605,Nonfiction,2016-06-15,6
1573944,3104948,Fiction,2016-01-08,1
4186374,3006866,Language,2016-06-01,6
5328154,3154028,Fiction,2016-03-03,3
3712653,2873890,Fiction,2016-11-05,11
6221635,3125639,Fiction,2016-05-24,5
2155499,2644608,Fiction,2016-10-20,10
6142607,2106932,Fiction,2016-05-03,5
5542811,3148989,Fiction,2016-01-20,1
5231789,2968021,Fiction,2016-06-22,6
4533381,2852360,Fiction,2016-09-06,9
1382916,2588640,Nonfiction,2016-01-22,1
2738355,2240743,Nonfiction,2016-10-24,10
2281896,3206517,Nonfiction,2016-12-26,12
5892348,2699766,Fiction,2016-05-31,5
1550406,3178420,Fiction,2016-05-10,5
1351683,3091907,Nonfiction,2016-08-30,8
4493424,2503955,Fiction,2016-12-20,12
3727441,2967911,Fiction,2016-02-28,2
1137550,3078290,Fiction,2016-05-24,5
1181173,2926678,Fiction,2016-05-02,5
3640244,3184206,Fiction,2016-11-08,11
5500514,3081576,Fiction,2016-11-05,11
2287667,3172646,Nonfiction,2016-08-15,8
1308889,2167835,Nonfiction,2016-06-23,6
3096274,2196854,Nonfiction,2016-11-20,11
2683125,3114172,Nonfiction,2016-04-05,4
6218224,1944345,Language,2016-11-01,11
4790694,3102680,Nonfiction,2016-10-24,10
4730357,2712134,Nonfiction,2016-01-22,1
2414252,2926879,Nonfiction,2016-09-25,9
4803700,2745007,Nonfiction,2016-01-25,1
1292573,3009801,Nonfiction,2016-12-30,12
6189150,3104113,Fiction,2016-07-02,7
3553620,3017937,Fiction,2016-02-27,2
2490689,3161076,Nonfiction,2016-05-11,5
5357116,3136782,Fiction,2016-01-17,1
4300503,2883990,Nonfiction,2016-11-08,11
4384425,2906179,Fiction,2016-04-27,4
3831590,3165375,Fiction,2016-04-24,4
6119619,3215312,Fiction,2016-11-30,11
3802159,3195109,Fiction,2016-12-02,12
3855378,3153524,Fiction,2016-12-08,12
1420933,2858292,Nonfiction,2016-01-27,1
3810672,3154666,Fiction,2016-06-07,6
3657393,2360757,Fiction,2016-02-21,2
5314172,3177950,Fiction,2016-06-13,6
4742211,457595,Nonfiction,2016-06-15,6
3804681,3176607,Fiction,2016-08-02,8
1438870,2399281,Nonfiction,2016-02-17,2
3107048,2831993,Nonfiction,2016-10-11,10
5514776,3065576,Fiction,2016-02-14,2
5608383,3132337,Fiction,2016-03-04,3
5932185,3044170,Fiction,2016-03-29,3
5270250,1886970,Fiction,2016-11-26,11
5637306,3047953,Nonfiction,2016-03-24,3
4246018,3133111,Fiction,2016-02-14,2
1100481,2721661,Fiction,2016-08-03,8
3503568,3061956,Fiction,2016-12-21,12
1337800,2315719,Nonfiction,2016-08-11,8
2172112,3156426,Fiction,2016-10-02,10
3228944,2345446,Fiction,2016-06-15,6
5117559,2611026,Fiction,2016-11-15,11
3552168,2973764,Fiction,2016-01-05,1
5650204,599711,Nonfiction,2016-10-08,10
5664747,2851206,Nonfiction,2016-02-20,2
4309645,3124969,Fiction,2016-03-16,3
2512512,3203386,Nonfiction,2016-12-11,12
6267611,3143477,Fiction,2016-07-01,7
4242204,3036981,Fiction,2016-10-26,10
1184391,2111665,Nonfiction,2016-08-10,8
2258246,2564918,Nonfiction,2016-11-30,11
3200494,2990359,Fiction,2016-03-31,3
2443009,3170363,Nonfiction,2016-11-06,11
3156777,2940126,Fiction,2016-12-03,12
4294287,318622,Nonfiction,2016-06-15,6
5444472,1791479,Nonfiction,2016-06-21,6
1605584,3050482,Fiction,2016-03-08,3
2780274,3129888,Nonfiction,2016-12-17,12
6081031,3065210,Fiction,2016-01-04,1
4523670,2452011,Fiction,2016-09-11,9
5841704,2957825,Fiction,2016-06-01,6
6151813,3046196,Fiction,2016-09-09,9
3765938,3216269,Fiction,2016-12-16,12
5919847,3114169,Fiction,2016-12-28,12
4435987,2983425,Fiction,2016-10-25,10
4534848,3125188,Fiction,2016-12-30,12
6236097,2765352,Fiction,2016-01-30,1
2737184,3080898,Nonfiction,2016-09-11,9
5078868,2942268,Fiction,2016-04-17,4
2692765,2996576,Nonfiction,2016-07-19,7
2736927,3114490,Nonfiction,2016-06-24,6
3589169,2863658,Fiction,2016-04-16,4
2350428,3209458,Nonfiction,2016-11-29,11
1553689,3044646,Fiction,2016-01-07,1
3110934,3156316,Nonfiction,2016-08-09,8
2377765,2710863,Nonfiction,2016-02-12,2
5692565,2627496,Nonfiction,2016-06-13,6
1363684,2821957,Nonfiction,2016-07-21,7
3788895,2640938,Fiction,2016-05-13,5
5918244,3183695,Fiction,2016-07-17,7
1497317,2729641,Nonfiction,2016-11-08,11
3833407,3144394,Fiction,2016-05-11,5
1327981,1969285,Nonfiction,2016-08-08,8
2419833,2619340,Nonfiction,2016-01-07,1
4268032,3183809,Fiction,2016-09-12,9
1476901,1842340,Nonfiction,2016-05-28,5
3524428,3133157,Fiction,2016-04-27,4
2534084,3154378,Nonfiction,2016-09-13,9
3278968,2433913,Fiction,2016-10-21,10
2180877,3166467,Fiction,2016-03-16,3
5250221,3021153,Fiction,2016-08-01,8
5734995,3008718,Fiction,2016-02-10,2
3776418,3086442,Fiction,2016-03-24,3
3600511,2860202,Fiction,2016-01-04,1
2630631,2808755,Nonfiction,2016-12-03,12
3569341,3184181,Fiction,2016-11-26,11
1526446,2482859,Nonfiction,2016-10-27,10
4535759,2944760,Fiction,2016-07-25,7
5035639,3177222,Fiction,2016-04-30,4
1097115,2882073,Fiction,2016-12-19,12
3625922,524254,Fiction,2016-06-04,6
5284209,2831969,Fiction,2016-08-28,8
5253407,2671513,Fiction,2016-03-10,3
1434626,1346996,Nonfiction,2016-07-06,7
4256952,3109675,Fiction,2016-10-12,10
5606892,3049843,Fiction,2016-09-19,9
6217533,2935862,Language,2016-08-03,8
2636371,3123851,Nonfiction,2016-01-05,1
6229357,2917042,Fiction,2016-04-25,4
1270842,3164873,Nonfiction,2016-11-23,11
5904032,3129928,Fiction,2016-01-19,1
2198153,2945573,Language,2016-05-23,5
4520329,3115937,Fiction,2016-03-05,3
6131435,2866292,Fiction,2016-05-24,5
3251707,909788,Fiction,2016-08-30,8
3212845,2904684,Fiction,2016-08-20,8
1240991,3097515,Nonfiction,2016-01-12,1
5545106,3113230,Fiction,2016-04-18,4
5731517,2638887,Fiction,2016-11-17,11
4390319,127521,Fiction,2016-01-25,1
1132654,3007441,Fiction,2016-03-11,3
2770776,3034360,Nonfiction,2016-03-21,3
3201936,2315662,Fiction,2016-05-23,5
3744622,3056165,Fiction,2016-07-01,7
3629625,3203182,Fiction,2016-09-29,9
3271773,2436119,Fiction,2016-05-14,5
2392569,2881856,Nonfiction,2016-01-11,1
4733550,2805019,Nonfiction,2016-03-11,3
5047283,3077393,Fiction,2016-04-27,4
5519238,2842623,Fiction,2016-03-22,3
1370642,3007081,Nonfiction,2016-01-11,1
5305741,2656398,Fiction,2016-03-21,3
1289258,2670259,Nonfiction,2016-12-07,12
6306369,2710589,Nonfiction,2016-10-24,10
5490107,2632470,Fiction,2016-05-15,5
5897338,2487176,Fiction,2016-07-02,7
4708851,3044747,Nonfiction,2016-05-03,5
2455782,2702384,Nonfiction,2016-10-17,10
3708919,2905961,Fiction,2016-08-08,8
